"Company Name","Funding Amount","Funding Date","Funding Type","Website","Industries","Location","Rank","Description","LinkedIn Status","Update People Search (Find people Table) - 2026-02-04T15:07:37.739Z","xAI / Get Website and LinkedIn URL","xAI / Website","xAI / LinkedIn URL","xAI / Qualify Company","xAI / Qualification Status"
"Qbeast Analytics","$7,600,000","Aug 4, 2025","Seed","qbeast.io/","Analytics, Big Data, Information Technology","Bellevue, Washington, United States",29085,"Unlock faster, more efficient analytics with Qbeast’s advanced multi-dimensional indexing and layout strategy","View on LinkedIn",,"Response","https://qbeast.io","https://www.linkedin.com/company/qbeast","Response","Qualified"
"Filament","$7,575,000","Jan 30, 2025","Seed","filament.dm/","Information Technology, Innovation Management, Professional Networking","New York, New York, United States",70766,"Filament is operator of a communication platform intended to accelerate and amplify global change.","View on LinkedIn",,"Response","https://filament.dm","https://www.linkedin.com/company/filamentapp","Response","Qualified"
"Matey","$7,500,000","Aug 27, 2025","Seed","www.matey.ai","Artificial Intelligence (AI), Electronics, Information Technology","Austin, Texas, United States",7553,"MateyAI is a developer of an AI-powered ediscovery platform designed to search and sort large volumes of electronic data.","View on LinkedIn",,"Response","https://matey.ai/","https://linkedin.com/company/matey-ai","Response","Qualified"
"Keragon","$7,500,000","Feb 12, 2025","Seed","www.keragon.com/","Health Care","Boston, Massachusetts, United States",12967,"HIPAA-compliant workflow automation platform.","View on LinkedIn",,"Response","https://www.keragon.com","https://www.linkedin.com/company/keragon","Response","Qualified"
"Pond","$7,500,000","Nov 7, 2024","Seed","cryptopond.xyz/","Artificial Intelligence (AI), Blockchain, Cryptocurrency","New York, New York, United States",19253,"Pond provides a decentralized platform for creating and deploying graph neural network models designed for blockchain data.","View on LinkedIn",,"Response","https://cryptopond.xyz","https://www.linkedin.com/company/pondgnn","Response","Qualified"
"Rep.ai","$7,500,000","Sep 19, 2024","Seed","rep.ai","Enterprise Software, Information Technology, Internet, Software","Dover, Delaware, United States",31632,"Rep.AI Chat that turns visitors into leads, meetings, and pipelines while working around the clock with your representatives.","View on LinkedIn",,"Response","https://www.hellorep.ai/","https://www.linkedin.com/company/teamrepai/","Response","Qualified"
"Wise Layer","$7,500,000","Jan 30, 2025","Seed","www.wiselayersai.com","Artificial Intelligence (AI), FinTech","New York, New York, United States",34690,"Wise Layer makes AI-powered digital workers for finance and accounting teams.","—",,"Response","https://wiselayer.com","https://www.linkedin.com/company/wiselayer","Response","Qualified"
"GenLayer","$7,500,000","Aug 20, 2024","Seed","www.genlayer.com/","Artificial Intelligence (AI), Blockchain, Information Technology","Lewes, Delaware, United States",37746,"GenLayer is a platform that focuses on intelligent contracts.","View on LinkedIn",,"Response","https://genlayer.com","https://linkedin.com/company/genlayer-labs","Response","Qualified"
"Rapydo","$7,500,000","Jul 31, 2025","Seed","rapydo.ai","Artificial Intelligence (AI), Database, Software","New York, New York, United States",42440,"Rapydo provides a platform for real-time monitoring, query control, and automated optimization of MySQL and PostgreSQL databases.","—",,"Response","https://www.rapydo.io","https://www.linkedin.com/company/rapydo-io","Response","Qualified"
"MuseData","$7,500,000","Jul 5, 2025","Seed","musedata.ai/","Enterprise Software, Operating Systems, Software","New York, New York, United States",47988,"MuseData is the decision operating system for enterprises and funds.","View on LinkedIn",,"Response","https://www.musedata.ai/","https://www.linkedin.com/company/musedataai","Response","Qualified"
"Diskover Data","$7,499,987","Jun 16, 2025","Seed","diskoverdata.com/","Analytics, Cloud Storage, Data Management, Software","Reno, Nevada, United States",30136,"Diskover Data is a web-based platform that specializes in cloud storage, data management, analytics, and software solutions.","View on LinkedIn",,"Response","https://diskoverdata.com/","https://www.linkedin.com/company/diskover-data","Response","Qualified"
"Advance","$7,300,000","Dec 18, 2025","Seed","advancehq.com/","Financial Services, FinTech, InsurTech, Payments","New York, New York, United States",10910,"Advance is a fintech company that offers a payments platform for insurance premiums.","View on LinkedIn",,"Response","https://advancehq.com","https://www.linkedin.com/company/advanceinsurance","Response","Qualified"
"TensorZero","$7,300,000","Aug 18, 2025","Seed","www.tensorzero.com/","Artificial Intelligence (AI), Generative AI, Machine Learning, Software","New York, New York, United States",18184,"TensorZero is an open-source framework for building production-grade LLM applications.","View on LinkedIn",,"Response","https://www.tensorzero.com","https://www.linkedin.com/company/tensorzero","Response","Qualified"
"Vaudit (Formerly BlokID)","$7,300,000","Jul 23, 2025","Seed","www.vaudit.com","Advertising, Artificial Intelligence (AI), Software","Nyack, New York, United States",19806,"AI-powered Ad Audit that actively protects your ad spend before it’s wasted.","View on LinkedIn",,"Response","https://www.vaudit.com","https://www.linkedin.com/company/vaudit","Response","Qualified"
"AudiencePlus","$7,280,000","Sep 10, 2024","Seed","www.audienceplus.com","Artificial Intelligence (AI), Content Marketing, Digital Media, Internet, SaaS, Software","Scottsdale, Arizona, United States",30769,"AudiencePlus offers a platform for publishing, distributing, and analyzing multimedia content to build and engage subscriber audiences.","View on LinkedIn",,"Response","https://audienceplus.com","https://www.linkedin.com/company/audienceplus","Response","Qualified"
"Kepler","$7,250,000","Apr 14, 2025","Seed","www.kepler.ai/","Artificial Intelligence (AI), Information Technology, Software Engineering","New York, New York, United States",69517,"The platform that makes AI defensible.","View on LinkedIn",,"Response","https://kepler.ai","https://www.linkedin.com/company/keru-ai","Response","Qualified"
"WiseLayer","$7,200,000","Jan 28, 2025","Seed","www.wiselayer.com/","Artificial Intelligence (AI), FinTech","New York, New York, United States",6573,"WiseLayer makes AI-powered digital workers for finance and accounting teams.","View on LinkedIn",,"Response","https://wiselayer.com","https://www.linkedin.com/company/wiselayer","Response","Qualified"
"Earthmover","$7,200,000","Sep 22, 2025","Seed","earthmover.io","Cloud Computing, Web Development","Nyack, New York, United States",20608,"Earthmover is an early-stage startup developing a cloud-based platform for array data analytics.","View on LinkedIn",,"Response","https://earthmover.io","https://www.linkedin.com/company/earthmover","Response","Qualified"
"Bluespine","$7,200,000","Nov 13, 2024","Seed","www.bluespine.io","Artificial Intelligence (AI), Automotive, Medical, Software","New York, New York, United States",27724,"Bluespine provides an AI platform that reviews health insurance claims to detect errors, enforce plan rules, and support oversight.","View on LinkedIn",,"Response","https://www.bluespine.io/","https://www.linkedin.com/company/bluespineio","Response","Qualified"
"Nauta","$7,000,000","Aug 26, 2025","Seed","www.getnauta.com","Generative AI, Logistics, SaaS, Supply Chain Management","New York, New York, United States",5083,"AI-powered logistics orchestration platform connecting global trade to ensure product availability for importers","View on LinkedIn",,"Response","https://getnauta.com","https://www.linkedin.com/company/nauta","Response","Qualified"
"Vayu","$7,000,000","Jan 1, 2025","Seed","www.withvayu.com/","Billing, Data Management, Software","New York, New York, United States",5420,"The first finance-native pricing & billing automation for flexible revenue management","View on LinkedIn",,"Response","https://www.withvayu.com/","https://www.linkedin.com/company/withvayu","Response","Qualified"
"SplxAI","$7,000,000","Mar 26, 2025","Seed","splx.ai","Artificial Intelligence (AI), Generative AI, SaaS, Security","New York, New York, United States",11908,"SplxAI provides automated pentesting solutions for securing Conversational AI applications.","View on LinkedIn",,"Response","https://splx.ai","https://www.linkedin.com/company/splx-ai","Response","Qualified"
"Claira Inc","$7,000,000","Jun 24, 2025","Seed","www.claira.io/","Artificial Intelligence (AI), Financial Services, FinTech, Machine Learning, Natural Language Processing, SaaS, Software","New York, New York, United States",14917,"Claira’s Deal Intelligence Platform for finance automates your deal pipeline, deal origination and deal management.","View on LinkedIn",,"Response","https://www.claira.io/","https://www.linkedin.com/company/claira-technology","Response","Qualified"
"Stax.ai","$7,000,000","Sep 12, 2024","Seed","stax.ai","Apps, Artificial Intelligence (AI), Business Intelligence, Information Technology, Retirement, Software","Scottsdale, Arizona, United States",17764,"Stax.ai is the AI operating system that automates retirement plan administration for maximum efficiency and growth.","View on LinkedIn",,"Response","https://stax.ai","https://www.linkedin.com/company/staxai","Response","Qualified"
"Translucent AI","$7,000,000","Aug 6, 2025","Seed","www.translucent.co/","Artificial Intelligence (AI), Financial Services, Health Care","New York, New York, United States",17987,"Translucent AI develops an AI-powered financial platform tailored for healthcare operators.","View on LinkedIn",,"Response","https://translucent.co","https://www.linkedin.com/company/translucentai","Response","Qualified"
"RunReveal","$7,000,000","Jul 29, 2025","Seed","runreveal.com","Security, Software","Austin, Texas, United States",20533,"RunReveal is a security data platform designed to be the all in one solution for your security logs","View on LinkedIn",,"Response","https://runreveal.com/","https://www.linkedin.com/company/runreveal","Response","Qualified"
"Dreamhub","$7,000,000","Jun 10, 2025","Seed","www.dreamhub.ai/","Artificial Intelligence (AI), CRM, SaaS, Web Development","New York, New York, United States",22336,"Dreamhub offers an AI-native CRM platform designed specifically for B2B SaaS companies.","View on LinkedIn",,"Response","https://dreamhub.ai","https://www.linkedin.com/company/dreamhubinc","Response","Qualified"
"KYD Labs","$7,000,000","May 14, 2025","Seed","www.kydlabs.com","Computer Vision, Cryptocurrency, Software, Ticketing","New York, New York, United States",22488,"KYD Labs enables event organizer and artist events to be 2x more profitable through audience ownership, loyalty, and ticket resale.","View on LinkedIn",,"Response","https://kydlabs.com","https://www.linkedin.com/company/kydlabsnyc","Response","Qualified"
"Closure","$7,000,000","Mar 12, 2025","Seed","closure-intel.com/","Artificial Intelligence (AI), Cyber Security, Software","New York, New York, United States",23071,"Closure enables police, prosecutors, attorneys, and investigators to swiftly uncover the truth.","View on LinkedIn",,"Response","https://closure-intel.com","https://www.linkedin.com/company/closure-intel","Response","Qualified"
"Alium","$7,000,000","Jan 15, 2025","Seed","www.alium.io","Brand Marketing, Marketing, Sales, Software","Albany, New York, United States",31864,"Alium develops a commercial intelligence platform designed for sales and marketing teams.","View on LinkedIn",,"Response","https://www.alium.io","https://www.linkedin.com/company/aliumio","Response","Qualified"
